zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,country
33167,STANDARD,Miami,"Miami Shores, North Miami",,FL,Miami-Dade County,America/New_York,"305,786",US
33168,STANDARD,Miami,"Miami Shores, North Miami",,FL,Miami-Dade County,America/New_York,"305,786",US
33169,STANDARD,Miami,"Miami Gardens, N Miami Beach, North Miami Beach",North Miami,FL,Miami-Dade County,America/New_York,"305,954,786",US
33170,STANDARD,Miami,"Goulds, Quail Heights","Country Lakes, Cutler Ridge, Perrine",FL,Miami-Dade County,America/New_York,"305,786",US
33172,STANDARD,Miami,Doral,"Doral Branch, Sweetwater, West Miami",FL,Miami-Dade County,America/New_York,"305,786,954",US
33173,STANDARD,Miami,,"Kendall, South Miami",FL,Miami-Dade County,America/New_York,"305,786,954",US
33174,STANDARD,Miami,,"Olympia Heights, Sweetwater, West Miami",FL,Miami-Dade County,America/New_York,"305,786",US
33175,STANDARD,Miami,"Olympia Heights, Olympia Hgts",,FL,Miami-Dade County,America/New_York,305,US
33176,STANDARD,Miami,Palmetto Bay,"Kendall, Richmond Heights, Snapper Creek, South Miami",FL,Miami-Dade County,America/New_York,"305,786",US
33177,STANDARD,Miami,Quail Heights,"Country Lakes, Perrine",FL,Miami-Dade County,America/New_York,"786,305",US
33178,STANDARD,Miami,"Doral, Medley",,FL,Miami-Dade County,America/New_York,"786,305",US
33179,STANDARD,Miami,"Miami Gardens, N Miami Beach, North Miami Beach",,FL,Miami-Dade County,America/New_York,"786,305",US
33180,STANDARD,Miami,Aventura,"Nmb, North Miami Beach, Ojus",FL,Miami-Dade County,America/New_York,"305,786,954",US
33181,STANDARD,Miami,"N Miami Beach, North Miami, North Miami Beach","Biscayne Park, Nmb",FL,Miami-Dade County,America/New_York,"305,954,786",US
33182,STANDARD,Miami,Doral,"Sweetwater, West Miami",FL,Miami-Dade County,America/New_York,"786,305",US
33183,STANDARD,Miami,Kendall,"Morales Discount Pharmacy, South Miami, Town & Country Postal Store",FL,Miami-Dade County,America/New_York,"305,786",US
33184,STANDARD,Miami,,"Olympia Heights, Sweetwater",FL,Miami-Dade County,America/New_York,"305,561",US
33185,STANDARD,Miami,"Olympia Heights, Olympia Hgts",,FL,Miami-Dade County,America/New_York,305,US
33186,STANDARD,Miami,,"Crossings, Kendall",FL,Miami-Dade County,America/New_York,"305,786,352",US
33187,STANDARD,Miami,Quail Heights,"Country Lakes, Perrine",FL,Miami-Dade County,America/New_York,"305,786",US
33188,UNIQUE,Miami,,Florida Power & Light Co,FL,Miami-Dade County,America/New_York,786,US
33189,STANDARD,Miami,"Cutler Bay, Quail Heights","Cutler Ridge, Perrine",FL,Miami-Dade County,America/New_York,"305,786",US
33190,STANDARD,Miami,"Cutler Bay, Quail Heights","Cutler Ridge, Perrine",FL,Miami-Dade County,America/New_York,"305,786",US
33193,STANDARD,Miami,,Kendall,FL,Miami-Dade County,America/New_York,"786,305",US
33194,STANDARD,Miami,,"Father Felix Varela, Sweetwater, West Miami",FL,Miami-Dade County,America/New_York,305,US
33195,UNIQUE,Miami,,First Union Bank,FL,Miami-Dade County,America/New_York,786,US
33196,STANDARD,Miami,,"Kendall, West Dade",FL,Miami-Dade County,America/New_York,"305,786",US
33197,PO BOX,Miami,Quail Heights,,FL,Miami-Dade County,America/New_York,786,US
33199,UNIQUE,Miami,,"Flinternational Univ, Florida International Univ",FL,Miami-Dade County,America/New_York,305,US
33206,UNIQUE,Miami,,"Aeropost, Coral Gables",FL,,,,US
33222,PO BOX,Miami,,,FL,Miami-Dade County,America/New_York,786,US
33231,PO BOX,Miami,,Brickell,FL,Miami-Dade County,America/New_York,786,US
33233,PO BOX,Miami,,Coconut Gr,FL,Miami-Dade County,America/New_York,786,US
33234,PO BOX,Miami,Coral Gables,"C Gables, Coral Gbls, Gables",FL,Miami-Dade County,America/New_York,305,US
33238,PO BOX,Miami,,,FL,Miami-Dade County,America/New_York,305,US
33239,PO BOX,Miami Beach,"Carl Fisher, Miami",,FL,Miami-Dade County,America/New_York,305,US
33242,PO BOX,Miami,,,FL,Miami-Dade County,America/New_York,305,US
33243,PO BOX,Miami,South Miami,,FL,Miami-Dade County,America/New_York,305,US
33245,PO BOX,Miami,,,FL,Miami-Dade County,America/New_York,786,US
33247,PO BOX,Miami,,,FL,Miami-Dade County,America/New_York,786,US
33255,PO BOX,Miami,Ludlam,,FL,Miami-Dade County,America/New_York,786,US
33256,PO BOX,Miami,"Kendall, Pinecrest","South Miami, Village Of Pinecrest",FL,Miami-Dade County,America/New_York,305,US
33257,PO BOX,Miami,Perrine,Quail Heights,FL,Miami-Dade County,America/New_York,786,US
33261,PO BOX,Miami,North Miami,"Biscayne Park, Keystone Islands, North Miami Beach",FL,Miami-Dade County,America/New_York,305,US
33265,PO BOX,Miami,"Olympia Heights, Olympia Hgts",,FL,Miami-Dade County,America/New_York,786,US
33266,PO BOX,Miami,Miami Springs,,FL,Miami-Dade County,America/New_York,786,US
33269,PO BOX,Miami,,,FL,Miami-Dade County,America/New_York,305,US
33280,PO BOX,Miami,,"Aventura, Nmb",FL,Miami-Dade County,America/New_York,305,US
33283,PO BOX,Miami,,"Kendall, Town & Country Postal Store",FL,Miami-Dade County,America/New_York,305,US
33296,PO BOX,Miami,,Kendall,FL,Miami-Dade County,America/New_York,786,US
33299,PO BOX,Miami,,,FL,Miami-Dade County,America/New_York,786,US
33301,STANDARD,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,"954,352,561,754,786",US
33302,PO BOX,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,954,US
33303,PO BOX,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,954,US
33304,STANDARD,Fort Lauderdale,"Ft Lauderdale, Oakland Park",Sunrise,FL,Broward County,America/New_York,"954,561,786",US
33305,STANDARD,Fort Lauderdale,"Ft Lauderdale, Lazy Lake, Oakland Park, Wilton Manors",,FL,Broward County,America/New_York,954,US
33306,STANDARD,Fort Lauderdale,"Ft Lauderdale, Oakland Park, Wilton Manors",,FL,Broward County,America/New_York,"813,954",US
33307,PO BOX,Fort Lauderdale,"Ft Lauderdale, Oakland Park",,FL,Broward County,America/New_York,754,US
33308,STANDARD,Fort Lauderdale,"Ft Lauderdale, Laud By Sea, Lauderdale By The Sea, Oakland Park, Sea Ranch Lakes, Sea Ranch Lks",,FL,Broward County,America/New_York,"561,954",US
33309,STANDARD,Fort Lauderdale,"Ft Lauderdale, Laud Lakes, Lauderdale Lakes, Oakland Park, Tamarac",North Lauderdale,FL,Broward County,America/New_York,"954,561",US
33310,PO BOX,Fort Lauderdale,Ft Lauderdale,Oakland Park,FL,Broward County,America/New_York,754,US
33311,STANDARD,Fort Lauderdale,"Ft Lauderdale, Laud Lakes, Lauderdale Lakes, Lauderhill, Oakland Park, Plantation, Wilton Manors",,FL,Broward County,America/New_York,"954,305,407",US
33312,STANDARD,Fort Lauderdale,"Davie, Ft Lauderdale","Dania, Dania Beach, Hollywood, Lauderdale Isles, Melrose Vista, Plantation",FL,Broward County,America/New_York,954,US
33313,STANDARD,Fort Lauderdale,"City Of Sunrise, Ft Lauderdale, Laud Lakes, Lauderdale Lakes, Lauderhill, Plantation, Sunrise",Ldhl,FL,Broward County,America/New_York,954,US
33314,STANDARD,Fort Lauderdale,"Davie, Ft Lauderdale","Dania Beach, Hollywood",FL,Broward County,America/New_York,"954,407",US
33315,STANDARD,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,954,US
33316,STANDARD,Fort Lauderdale,Ft Lauderdale,"Hollywood, Port Everglades",FL,Broward County,America/New_York,"954,754",US
33317,STANDARD,Fort Lauderdale,"Davie, Ft Lauderdale, Plantation",,FL,Broward County,America/New_York,954,US
33318,PO BOX,Fort Lauderdale,"Ft Lauderdale, Plantation",,FL,Broward County,America/New_York,954,US
33319,STANDARD,Fort Lauderdale,"Ft Lauderdale, Laud Lakes, Lauderdale Lakes, Lauderhill, Sunrise, Tamarac","Inverrary, Lauder Hill, Ldhl, North Lauderdale",FL,Broward County,America/New_York,"954,561",US
33320,PO BOX,Fort Lauderdale,"Ft Lauderdale, Tamarac",,FL,Broward County,America/New_York,754,US
33321,STANDARD,Fort Lauderdale,"Ft Lauderdale, Tamarac","Lauder Hill, Lauderhill, Ldhl, Sunrise",FL,Broward County,America/New_York,954,US
33322,STANDARD,Fort Lauderdale,"Ft Lauderdale, Plantation, Sunrise",,FL,Broward County,America/New_York,954,US
33323,STANDARD,Fort Lauderdale,"Ft Lauderdale, Plantation, Sunrise",Tamarac,FL,Broward County,America/New_York,954,US
33324,STANDARD,Fort Lauderdale,"Davie, Ft Lauderdale, Plantation",,FL,Broward County,America/New_York,954,US
33325,STANDARD,Fort Lauderdale,"Davie, Ft Lauderdale, Plantation, Sunrise",Westside,FL,Broward County,America/New_York,954,US
33326,STANDARD,Fort Lauderdale,"Davie, Ft Lauderdale, Sunrise, Weston","Bonaventure, P E Chevron Cs, Plantation",FL,Broward County,America/New_York,"954,305",US
33327,STANDARD,Fort Lauderdale,"Ft Lauderdale, Weston",Plantation,FL,Broward County,America/New_York,954,US
33328,STANDARD,Fort Lauderdale,"Cooper City, Davie, Ft Lauderdale",,FL,Broward County,America/New_York,"954,305,786",US
33329,PO BOX,Fort Lauderdale,"Cooper City, Davie, Ft Lauderdale",,FL,Broward County,America/New_York,954,US
33330,STANDARD,Fort Lauderdale,"Cooper City, Davie, Ft Lauderdale, Laud Lakes, Southwest Ranches, Sw Ranches","Pembroke Pines, Westside",FL,Broward County,America/New_York,954,US
33331,STANDARD,Fort Lauderdale,"Davie, Ft Lauderdale, Southwest Ranches, Sw Ranches, Weston","Everglades Br, Pembroke Pines",FL,Broward County,America/New_York,954,US
33332,STANDARD,Fort Lauderdale,"Davie, Ft Lauderdale, Southwest Ranches, Sw Ranches, Weston","Everglades Br, Hollywood, Pembroke Pines",FL,Broward County,America/New_York,954,US
33334,STANDARD,Fort Lauderdale,"Ft Lauderdale, Oakland Park, Wilton Manors",,FL,Broward County,America/New_York,954,US
33335,PO BOX,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,954,US
33336,UNIQUE,Fort Lauderdale,Ft Lauderdale,American Express,FL,Broward County,America/New_York,754,US
33337,UNIQUE,Fort Lauderdale,Ft Lauderdale,"American Express, Plantation",FL,Broward County,America/New_York,954,US
33338,PO BOX,Fort Lauderdale,Ft Lauderdale,Sunrise,FL,Broward County,America/New_York,754,US
33339,PO BOX,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,754,US
33340,PO BOX,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,754,US
33345,PO BOX,Fort Lauderdale,"Ft Lauderdale, Sunrise",,FL,Broward County,America/New_York,754,US
33346,PO BOX,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,754,US
33348,PO BOX,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,754,US
33349,PO BOX,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,754,US
33351,STANDARD,Fort Lauderdale,"Ft Lauderdale, Lauderhill, Sunrise, Tamarac",,FL,Broward County,America/New_York,954,US
33355,PO BOX,Fort Lauderdale,"Davie, Ft Lauderdale","Sunrise, Westside",FL,Broward County,America/New_York,754,US
33359,PO BOX,Fort Lauderdale,"Ft Lauderdale, Tamarac",Sabal Palm Postal Store,FL,Broward County,America/New_York,754,US
33388,STANDARD,Plantation,"Fort Lauderdale, Ft Lauderdale",Broward Mall,FL,Broward County,America/New_York,954,US
33394,STANDARD,Fort Lauderdale,Ft Lauderdale,"Financial Plaza, One Financial Plaza",FL,Broward County,America/New_York,"954,754",US
33401,STANDARD,West Palm Beach,West Palm Bch,,FL,Palm Beach County,America/New_York,561,US
33402,PO BOX,West Palm Beach,West Palm Bch,,FL,Palm Beach County,America/New_York,561,US
33403,STANDARD,West Palm Beach,"Lake Park, N Palm Beach, North Palm Beach, Palm Bch Gdns, Palm Beach Gardens, Riviera Beach, W Plm Bch, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33404,STANDARD,West Palm Beach,"Palm Bch Shrs, Palm Beach Shores, Riviera Beach, Singer Island, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33405,STANDARD,West Palm Beach,West Palm Bch,,FL,Palm Beach County,America/New_York,"561,772",US
33406,STANDARD,West Palm Beach,"Cloud Lake, Glen Ridge, Lake Clarke, Lake Clarke Shores, Palm Springs, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33407,STANDARD,West Palm Beach,"Riviera Beach, West Palm Bch",Mangonia Park,FL,Palm Beach County,America/New_York,"561,352",US
33408,STANDARD,North Palm Beach,"Juno Beach, N Palm Beach, Palm Bch Gdns, Palm Beach Gardens, West Palm Bch, West Palm Beach",,FL,Palm Beach County,America/New_York,"561,407",US
33409,STANDARD,West Palm Beach,"Haverhill, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33410,STANDARD,Palm Beach Gardens,"N Palm Beach, North Palm Beach, Palm Bch Gdns, Riviera Beach, West Palm Bch, West Palm Beach",,FL,Palm Beach County,America/New_York,"954,561",US
33411,STANDARD,West Palm Beach,"Royal Palm Beach, Royal Plm Bch, Wellington, West Palm Bch","Royal Plm Beach, Ryl Palm Bch",FL,Palm Beach County,America/New_York,"561,954",US
33412,STANDARD,West Palm Beach,"Palm Bch Gdns, Palm Beach Gardens, Royal Palm Beach, Royal Plm Bch, West Palm Bch",Ryl Palm Bch,FL,Palm Beach County,America/New_York,561,US
33413,STANDARD,West Palm Beach,"Green Acres, Greenacres, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33414,STANDARD,Wellington,"Royal Palm Beach, Royal Plm Bch, Village Of Wellington, Vlg Wellingtn, West Palm Bch, West Palm Beach",Royal Plm Beach,FL,Palm Beach County,America/New_York,561,US
33415,STANDARD,West Palm Beach,"Green Acres, Greenacres, Haverhill, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33416,PO BOX,West Palm Beach,West Palm Bch,,FL,Palm Beach County,America/New_York,561,US
33417,STANDARD,West Palm Beach,"Haverhill, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33418,STANDARD,Palm Beach Gardens,"Palm Bch Gdns, Riviera Beach, West Palm Bch, West Palm Beach",,FL,Palm Beach County,America/New_York,"954,561",US
33419,PO BOX,West Palm Beach,"Riviera Beach, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33420,PO BOX,West Palm Beach,"Palm Bch Gdns, Palm Beach Gardens, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33421,PO BOX,Royal Palm Beach,"Royal Plm Bch, Wellington, West Palm Bch, West Palm Beach",Ryl Palm Bch,FL,Palm Beach County,America/New_York,561,US
33422,PO BOX,West Palm Beach,"Haverhill, West Palm Bch",,FL,Palm Beach County,America/New_York,561,US
33424,PO BOX,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,US
33425,PO BOX,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,US
33426,STANDARD,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,US
33427,PO BOX,Boca Raton,,,FL,Palm Beach County,America/New_York,561,US
33428,STANDARD,Boca Raton,,,FL,Palm Beach County,America/New_York,"561,954",US
33429,PO BOX,Boca Raton,,,FL,Palm Beach County,America/New_York,561,US
33430,STANDARD,Belle Glade,,,FL,Palm Beach County,America/New_York,561,US
33431,STANDARD,Boca Raton,,,FL,Palm Beach County,America/New_York,"561,954,305",US
33432,STANDARD,Boca Raton,,,FL,Palm Beach County,America/New_York,"561,954",US
33433,STANDARD,Boca Raton,,,FL,Palm Beach County,America/New_York,"561,954",US
33434,STANDARD,Boca Raton,,,FL,Palm Beach County,America/New_York,561,US
33435,STANDARD,Boynton Beach,"Briny Breezes, Ocean Ridge",,FL,Palm Beach County,America/New_York,561,US
33436,STANDARD,Boynton Beach,"Golf, Village Of Golf, Vlg Of Golf",,FL,Palm Beach County,America/New_York,561,US
33437,STANDARD,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,US
33438,STANDARD,Canal Point,Bryant,,FL,Palm Beach County,,561,US
33439,STANDARD,Canal Point,Bryant,,FL,Palm Beach County,America/New_York,561,US
33440,STANDARD,Clewiston,,,FL,Hendry County,,863,US
33441,STANDARD,Deerfield Beach,Deerfield Bch,,FL,Broward County,America/New_York,"954,561",US
33442,STANDARD,Deerfield Beach,Deerfield Bch,,FL,Broward County,America/New_York,"954,561,754",US
33443,PO BOX,Deerfield Beach,Deerfield Bch,,FL,Broward County,America/New_York,561,US
33444,STANDARD,Delray Beach,,,FL,Palm Beach County,America/New_York,"561,954",US
33445,STANDARD,Delray Beach,,,FL,Palm Beach County,America/New_York,561,US
33446,STANDARD,Delray Beach,"W Delray Bch, West Delray Beach",,FL,Palm Beach County,America/New_York,561,US
33447,STANDARD,Delray Beach,,,FL,Palm Beach County,America/New_York,561,US
33448,PO BOX,Delray Beach,"W Delray Bch, West Delray Beach",,FL,Palm Beach County,America/New_York,561,US
33449,STANDARD,Lake Worth,Wellington,Village Of Wellington,FL,Palm Beach County,America/New_York,561,US
33454,PO BOX,Greenacres,Lake Worth,Green Acres,FL,Palm Beach County,America/New_York,561,US
33455,STANDARD,Hobe Sound,,,FL,Martin County,America/New_York,"561,772",US
33458,STANDARD,Jupiter,,,FL,Palm Beach County,America/New_York,"561,305",US
33459,PO BOX,Lake Harbor,,,FL,Palm Beach County,America/New_York,561,US
33460,STANDARD,Lake Worth,Lantana,,FL,Palm Beach County,America/New_York,"954,561",US
33461,STANDARD,Lake Worth,Palm Springs,Village Of Palm Springs,FL,Palm Beach County,America/New_York,"561,786",US
33462,STANDARD,Lake Worth,"Atlantis, Hypoluxo, Lantana, Manalapan",,FL,Palm Beach County,America/New_York,561,US
33463,STANDARD,Lake Worth,Greenacres,Green Acres,FL,Palm Beach County,America/New_York,"407,561,954",US
33464,UNIQUE,Boca Raton,,National Enquirer,FL,Palm Beach County,America/New_York,561,US
33465,PO BOX,Lake Worth,Lantana,,FL,Palm Beach County,America/New_York,561,US
33466,PO BOX,Lake Worth,,,FL,Palm Beach County,America/New_York,561,US
33467,STANDARD,Lake Worth,"Greenacres, Wellington",Green Acres,FL,Palm Beach County,America/New_York,561,US
33468,PO BOX,Jupiter,,,FL,Palm Beach County,America/New_York,561,US
33469,STANDARD,Jupiter,"Jupiter Inlet, Jupiter Inlet Colony, Tequesta",,FL,Palm Beach County,America/New_York,561,US
33470,STANDARD,Loxahatchee,"Lox, Loxahatchee Groves, Lxhtchee Grvs, Village Of Wellington, Vlg Wellingtn, Wellington",West Palm Beach,FL,Palm Beach County,America/New_York,561,US
33471,STANDARD,Moore Haven,,,FL,Glades County,America/New_York,863,US
33472,STANDARD,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,US
33473,STANDARD,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,US
33474,PO BOX,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,US
33475,PO BOX,Hobe Sound,,,FL,Martin County,America/New_York,772,US
33476,STANDARD,Pahokee,,,FL,Palm Beach County,America/New_York,561,US
33477,STANDARD,Jupiter,,,FL,Palm Beach County,America/New_York,561,US
33478,STANDARD,Jupiter,,,FL,Palm Beach County,America/New_York,561,US
33480,STANDARD,Palm Beach,"S Palm Bch, South Palm Beach",,FL,Palm Beach County,America/New_York,561,US
33481,PO BOX,Boca Raton,,,FL,Palm Beach County,America/New_York,561,US
33482,PO BOX,Delray Beach,,,FL,Palm Beach County,America/New_York,561,US
33483,STANDARD,Delray Beach,Gulf Stream,,FL,Palm Beach County,America/New_York,"954,561",US
33484,STANDARD,Delray Beach,"W Delray Bch, West Delray Beach",,FL,Palm Beach County,America/New_York,561,US
33486,STANDARD,Boca Raton,,,FL,Palm Beach County,America/New_York,"561,954",US
33487,STANDARD,Boca Raton,"Highland Bch, Highland Beach",,FL,Palm Beach County,America/New_York,"305,561",US
33488,PO BOX,Boca Raton,,,FL,Palm Beach County,America/New_York,561,US
33493,STANDARD,South Bay,,,FL,Palm Beach County,America/New_York,561,US
33496,STANDARD,Boca Raton,,,FL,Palm Beach County,America/New_York,561,US
33497,PO BOX,Boca Raton,,,FL,Palm Beach County,America/New_York,561,US
33498,STANDARD,Boca Raton,,,FL,Palm Beach County,America/New_York,561,US
33499,UNIQUE,Boca Raton,,Seta Corporation,FL,Palm Beach County,America/New_York,561,US
33503,PO BOX,Balm,,,FL,Hillsborough County,America/New_York,813,US
33508,PO BOX,Brandon,,,FL,Hillsborough County,America/New_York,813,US
33509,PO BOX,Brandon,,,FL,Hillsborough County,America/New_York,813,US
33510,STANDARD,Brandon,,,FL,Hillsborough County,America/New_York,813,US
33511,STANDARD,Brandon,,,FL,Hillsborough County,America/New_York,813,US
33513,STANDARD,Bushnell,,,FL,Sumter County,America/New_York,352,US
33514,STANDARD,Center Hill,,Centerhill,FL,Sumter County,America/New_York,352,US
33521,PO BOX,Coleman,,,FL,Sumter County,America/New_York,352,US
33523,STANDARD,Dade City,Ridge Manor,,FL,Pasco County,America/New_York,352,US
33524,PO BOX,Crystal Springs,Crystal Spgs,,FL,Pasco County,America/New_York,813,US
33525,STANDARD,Dade City,Richland,,FL,Pasco County,America/New_York,352,US
33526,PO BOX,Dade City,,,FL,Pasco County,America/New_York,352,US
33527,STANDARD,Dover,,,FL,Hillsborough County,America/New_York,813,US
33530,PO BOX,Durant,,,FL,Hillsborough County,America/New_York,813,US
33534,STANDARD,Gibsonton,,,FL,Hillsborough County,America/New_York,813,US
33537,PO BOX,Lacoochee,,,FL,Pasco County,America/New_York,352,US
33538,STANDARD,Lake Panasoffkee,Lk Panasoffke,,FL,Sumter County,America/New_York,352,US
33539,PO BOX,Zephyrhills,,,FL,Pasco County,America/New_York,813,US
33540,STANDARD,Zephyrhills,,,FL,Pasco County,America/New_York,"727,813,352",US
33541,STANDARD,Zephyrhills,,,FL,Pasco County,America/New_York,813,US
33542,STANDARD,Zephyrhills,,,FL,Pasco County,America/New_York,813,US
33543,STANDARD,Wesley Chapel,Zephyrhills,,FL,Pasco County,America/New_York,813,US
33544,STANDARD,Wesley Chapel,Zephyrhills,,FL,Pasco County,America/New_York,"813,352,727",US
33545,STANDARD,Wesley Chapel,Zephyrhills,,FL,Pasco County,America/New_York,813,US
33547,STANDARD,Lithia,,,FL,Hillsborough County,America/New_York,813,US
33548,STANDARD,Lutz,,,FL,Hillsborough County,America/New_York,813,US
33549,STANDARD,Lutz,,,FL,Hillsborough County,America/New_York,813,US
33550,PO BOX,Mango,,,FL,Hillsborough County,America/New_York,813,US
33556,STANDARD,Odessa,,,FL,Hillsborough County,,813,US
33558,STANDARD,Lutz,,,FL,Hillsborough County,America/New_York,813,US
33559,STANDARD,Lutz,,,FL,Hillsborough County,America/New_York,813,US
33563,STANDARD,Plant City,,,FL,Hillsborough County,America/New_York,813,US
33564,PO BOX,Plant City,,,FL,Hillsborough County,America/New_York,813,US
33565,STANDARD,Plant City,,,FL,Hillsborough County,America/New_York,"813,863",US
33566,STANDARD,Plant City,,,FL,Hillsborough County,America/New_York,813,US
33567,STANDARD,Plant City,,,FL,Hillsborough County,America/New_York,"813,863",US
33568,PO BOX,Riverview,,,FL,Hillsborough County,America/New_York,813,US
33569,STANDARD,Riverview,,,FL,Hillsborough County,America/New_York,813,US
33570,STANDARD,Ruskin,,Sun City Center,FL,Hillsborough County,America/New_York,813,US
33571,PO BOX,Sun City Center,"Ruskin, Sun City Ctr",,FL,Hillsborough County,America/New_York,813,US
33572,STANDARD,Apollo Beach,Ruskin,,FL,Hillsborough County,America/New_York,813,US
33573,STANDARD,Sun City Center,"Ruskin, Sun City Ctr",,FL,Hillsborough County,America/New_York,813,US
33574,PO BOX,Saint Leo,,,FL,Pasco County,America/New_York,352,US
33575,PO BOX,Ruskin,"Sun City Center, Sun City Ctr",,FL,Hillsborough County,America/New_York,813,US
33576,STANDARD,San Antonio,,,FL,Pasco County,America/New_York,"352,813",US
33578,STANDARD,Riverview,,,FL,Hillsborough County,America/New_York,813,US
33579,STANDARD,Riverview,,,FL,Hillsborough County,America/New_York,813,US
33583,PO BOX,Seffner,,,FL,Hillsborough County,America/New_York,813,US
33584,STANDARD,Seffner,,,FL,Hillsborough County,America/New_York,813,US
33585,STANDARD,Sumterville,,,FL,Sumter County,America/New_York,352,US
33586,PO BOX,Sun City,,,FL,Hillsborough County,America/New_York,813,US
33587,PO BOX,Sydney,,,FL,Hillsborough County,America/New_York,813,US
33592,STANDARD,Thonotosassa,,,FL,Hillsborough County,America/New_York,813,US
33593,PO BOX,Trilby,,,FL,Pasco County,America/New_York,352,US
33594,STANDARD,Valrico,,,FL,Hillsborough County,America/New_York,813,US
33595,PO BOX,Valrico,,,FL,Hillsborough County,America/New_York,813,US
33596,STANDARD,Valrico,,,FL,Hillsborough County,America/New_York,813,US
33597,STANDARD,Webster,"Rdg Mnr Est, Ridge Manor Estates",,FL,Sumter County,,"352,813",US
33598,STANDARD,Wimauma,,,FL,Hillsborough County,,813,US
33601,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,"813,941",US
33602,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,"813,727,305,863",US
33603,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33604,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33605,STANDARD,Tampa,Ybor City,,FL,Hillsborough County,America/New_York,813,US
33606,STANDARD,Tampa,"Univ Of Tampa, University Of Tampa",,FL,Hillsborough County,America/New_York,813,US
33607,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33608,PO BOX,Tampa,Macdill Afb,,FL,Hillsborough County,America/New_York,813,US
33609,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,"813,863",US
33610,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33611,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33612,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33613,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,"813,727",US
33614,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33615,STANDARD,Tampa,"Town N Country, Twn N Cntry",,FL,Hillsborough County,America/New_York,813,US
33616,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33617,STANDARD,Tampa,"Temple Ter, Temple Terr, Temple Terrace",,FL,Hillsborough County,America/New_York,813,US
33618,STANDARD,Tampa,Carrollwood,,FL,Hillsborough County,America/New_York,"813,727",US
33619,STANDARD,Tampa,"Clair Mel, Clair Mel City",,FL,Hillsborough County,America/New_York,813,US
33620,UNIQUE,Tampa,"Univ Of S Fl, University Of South Florida, Usf",Univ Of So Florida,FL,Hillsborough County,America/New_York,813,US
33621,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33622,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33623,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33624,STANDARD,Tampa,Northdale,,FL,Hillsborough County,America/New_York,813,US
33625,STANDARD,Tampa,Carrollwood,,FL,Hillsborough County,America/New_York,"813,727",US
33626,STANDARD,Tampa,"Northdale, Westchase",,FL,Hillsborough County,America/New_York,"813,727",US
33629,STANDARD,Tampa,Palma Ceia,,FL,Hillsborough County,America/New_York,"813,850",US
33630,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33631,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33633,UNIQUE,Tampa,,"Business Reply, Tampa Brm Unique",FL,Hillsborough County,America/New_York,813,US
33634,STANDARD,Tampa,,Time Cs Brm Unique,FL,Hillsborough County,America/New_York,813,US
